GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,pVD02,pVD03,pVD17
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",3282,622,270,13,0,16,0,0,0,93,114,21,0,0,13,0,352,0,0,0,16,0,10,168,85,28,8,12,11,14,2660,1028,58,10,11,30,0,0,69,401,161,139,74,33,42,1632,8,10,38,0,0,11,246,626,225,213,96,48,111,0.189518586,0.08226691,0.107251676
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",5975,442,193,0,0,30,0,0,0,74,36,23,15,15,0,0,249,0,0,0,0,0,0,115,29,65,34,0,0,6,5533,2370,100,29,102,41,34,32,175,315,342,377,359,214,250,3163,126,25,150,42,17,39,195,455,378,578,472,292,394,0.073974895,0.032301255,0.04167364
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",2806,377,148,0,0,0,0,0,0,36,100,12,0,0,0,0,229,17,0,3,0,0,0,130,42,5,24,0,8,0,2429,1220,62,20,52,33,0,10,89,289,254,166,138,75,32,1209,72,13,25,10,0,33,70,339,223,179,118,57,70,0.134354954,0.05274412,0.081610834
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",3924,174,94,0,0,0,0,0,0,69,12,0,8,5,0,0,80,0,0,0,0,0,0,38,16,8,0,10,0,8,3750,1833,148,12,157,86,23,58,85,135,225,283,366,151,104,1917,91,14,93,73,39,42,100,142,297,433,304,150,139,0.044342508,0.023955148,0.02038736
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",1967,62,40,0,0,0,0,0,3,24,8,5,0,0,0,0,22,0,0,6,0,0,0,0,10,6,0,0,0,0,1905,921,66,0,98,39,0,13,30,153,135,142,111,54,80,984,65,14,62,30,8,29,30,135,154,211,120,67,59,0.031520081,0.020335536,0.011184545
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",6062,278,105,0,0,0,0,0,0,73,13,19,0,0,0,0,173,0,0,0,8,0,9,17,17,23,38,28,26,7,5784,2797,253,21,176,86,24,48,138,370,514,536,281,182,168,2987,218,21,162,99,15,44,115,402,497,519,301,238,356,0.045859452,0.017321016,0.028538436
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",3455,626,245,16,0,0,0,0,0,97,110,0,12,10,0,0,381,0,0,0,0,0,0,300,55,11,6,9,0,0,2829,1314,50,7,46,7,0,21,172,466,228,153,69,59,36,1515,15,0,8,0,7,12,124,524,288,202,132,107,96,0.181186686,0.070911722,0.110274964
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",4222,86,52,0,0,0,0,0,0,17,14,0,0,0,13,8,34,0,0,0,0,0,0,0,0,0,0,5,7,22,4136,1860,104,11,123,51,22,59,76,277,318,376,252,104,87,2276,102,27,148,83,36,19,137,422,315,440,286,106,155,0.020369493,0.012316438,0.008053055
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",4856,349,146,3,0,0,5,4,0,42,21,10,20,11,16,14,203,0,0,9,3,0,0,118,20,26,8,0,0,19,4507,2082,103,28,145,71,22,30,120,445,351,368,201,118,80,2425,91,0,62,44,9,28,196,581,482,371,264,133,164,0.071869852,0.030065898,0.041803954
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",3681,300,108,0,0,9,0,0,0,24,45,0,22,0,8,0,192,0,0,0,0,0,10,70,82,13,3,14,0,0,3381,1506,55,8,74,16,0,6,73,411,247,282,163,122,49,1875,56,28,50,76,15,26,133,444,269,323,185,87,183,0.081499593,0.029339853,0.052159739
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",6339,270,63,0,0,0,0,0,0,7,16,9,0,16,0,15,207,0,0,0,0,0,13,72,28,11,38,9,4,32,6069,2493,49,0,22,54,15,34,108,765,491,425,258,118,154,3576,70,0,51,34,0,12,172,1075,589,590,305,283,395,0.042593469,0.009938476,0.032654993
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",3150,107,19,0,0,0,9,0,0,6,0,0,4,0,0,0,88,0,0,0,0,0,0,32,12,22,5,8,0,9,3043,1386,84,19,82,45,0,57,59,225,229,254,198,97,37,1657,112,13,135,44,0,40,78,263,244,301,198,104,125,0.033968254,0.006031746,0.027936508
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",2707,352,146,0,0,0,0,0,0,36,20,0,39,18,25,8,206,16,0,0,0,0,0,42,5,0,15,0,33,95,2355,1020,64,0,78,26,10,24,31,154,218,181,121,70,43,1335,51,10,37,39,28,20,59,165,244,324,143,91,124,0.130033247,0.053934245,0.076099003
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",5561,88,60,0,0,0,0,0,0,21,0,0,0,14,0,25,28,0,0,0,0,0,0,16,0,0,0,0,0,12,5473,2611,170,11,261,123,24,70,57,224,474,541,305,155,196,2862,214,36,189,163,28,11,37,245,413,606,343,211,366,0.015824492,0.010789426,0.005035066
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",3986,197,109,0,0,12,10,0,5,6,0,9,18,26,15,8,88,8,0,8,0,0,4,0,15,14,12,0,6,21,3789,1746,41,10,142,42,7,53,70,168,263,332,274,217,127,2043,74,11,129,85,23,21,90,153,279,404,269,286,219,0.04942298,0.02734571,0.02207727
1400000US11001001701,11001001701,"Census Tract 17.01, District of Columbia, District of Columbia",3023,416,231,35,0,0,0,0,14,34,65,9,11,38,16,9,185,28,0,5,0,0,0,18,8,21,44,11,36,14,2607,1115,42,0,65,44,14,28,65,157,257,225,102,59,57,1492,25,31,118,25,4,31,97,195,245,318,135,135,133,0.137611644,0.076414158,0.061197486
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",2163,94,34,0,0,0,0,9,0,6,5,6,0,8,0,0,60,0,0,0,0,0,0,0,25,0,19,0,8,8,2069,1032,87,32,92,29,0,9,65,119,210,138,98,97,56,1037,58,22,26,7,17,21,71,169,153,134,165,128,66,0.04345816,0.015718909,0.027739251
1400000US11001001801,11001001801,"Census Tract 18.01, District of Columbia, District of Columbia",582,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,38,0,0,0,0,0,0,544,431,0,0,0,0,0,0,176,158,80,17,0,0,0,113,0,0,0,0,0,0,96,11,0,6,0,0,0,0.065292096,0,0.065292096
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",3066,359,157,7,0,0,12,0,0,15,15,23,41,6,25,13,202,14,10,10,10,7,0,22,21,31,6,18,20,33,2707,1251,61,9,156,52,10,20,124,249,198,158,96,66,52,1456,52,15,77,34,12,25,84,251,318,221,123,129,115,0.117090672,0.051206784,0.065883888
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",4156,715,267,18,0,24,8,0,0,14,87,67,17,23,0,9,448,87,23,69,15,0,0,40,52,76,14,24,18,30,3441,1589,85,37,88,65,3,26,192,309,205,238,149,129,63,1852,111,16,110,58,0,53,146,246,269,311,213,162,157,0.172040423,0.064244466,0.107795958
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",3940,453,193,9,9,15,8,14,5,36,28,7,25,25,7,5,260,0,0,49,17,0,11,0,29,34,47,15,39,19,3487,1535,75,36,87,60,0,40,150,197,271,199,147,156,117,1952,105,7,111,72,34,12,123,209,319,301,206,224,229,0.114974619,0.048984772,0.065989848
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",2039,179,88,0,0,5,4,12,0,18,16,7,12,7,0,7,91,0,0,12,0,5,0,14,14,13,18,9,0,6,1860,842,32,0,62,21,0,25,49,84,166,156,68,89,90,1018,28,6,19,41,12,31,57,95,182,157,115,114,161,0.087788131,0.043158411,0.04462972
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",2463,428,204,10,0,8,8,0,5,26,28,72,20,6,8,13,224,12,2,18,0,0,0,31,20,64,35,5,8,29,2035,964,60,18,47,20,13,28,34,203,150,191,99,91,10,1071,68,3,76,33,0,4,54,222,169,179,128,84,51,0.173771823,0.082825822,0.090946001
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",3679,354,169,0,0,12,27,0,5,4,26,36,18,27,0,14,185,5,0,4,14,6,10,11,13,22,17,21,14,48,3325,1593,74,0,131,64,9,56,182,183,289,269,149,96,91,1732,121,22,101,55,11,39,143,216,266,248,154,180,176,0.096221799,0.045936396,0.050285404
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",5155,1008,510,77,16,65,45,24,26,62,41,50,40,34,11,19,498,41,17,25,17,0,26,91,55,99,28,12,45,42,4147,1936,85,35,156,57,33,33,161,291,423,288,150,137,87,2211,114,11,209,87,0,39,152,323,297,336,233,254,156,0.195538312,0.098933075,0.096605238
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",4623,419,188,14,0,18,19,9,5,16,20,23,41,23,0,0,231,0,0,19,0,0,6,0,21,43,56,15,18,53,4204,1885,91,10,126,71,48,41,267,123,349,271,179,166,143,2319,126,28,120,66,25,64,256,218,344,323,255,218,276,0.090633788,0.040666234,0.049967554
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",3498,472,223,18,0,37,12,0,5,5,36,27,37,13,23,10,249,28,22,18,6,0,0,16,43,6,22,0,48,40,3026,1386,85,6,99,80,24,38,149,188,199,193,139,114,72,1640,82,6,133,52,25,47,153,144,229,254,190,166,159,0.134934248,0.063750715,0.071183533
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",3000,458,202,35,6,20,5,0,7,22,26,52,18,6,5,0,256,12,12,11,20,0,24,4,0,75,18,30,22,28,2542,1056,35,13,78,69,7,15,86,134,183,168,101,109,58,1486,96,7,123,69,19,27,122,149,219,219,178,134,124,0.152666667,0.067333333,0.085333333
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",2986,548,200,33,0,9,23,29,0,0,23,22,19,17,14,11,348,31,8,53,22,0,7,37,48,46,29,15,17,35,2438,1076,62,11,99,52,21,14,87,141,190,166,80,94,59,1362,45,11,55,38,10,31,104,156,267,227,137,105,176,0.183523108,0.066979236,0.116543871
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",1136,271,142,0,0,0,0,0,0,110,29,3,0,0,0,0,129,0,0,0,0,0,12,101,0,4,0,12,0,0,865,335,15,0,7,0,0,0,58,61,102,38,43,11,0,530,20,15,17,9,9,10,75,125,80,83,38,37,12,0.238556338,0.125,0.113556338
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",3578,540,226,16,0,20,8,5,0,30,8,50,20,30,28,11,314,43,11,46,0,0,17,19,36,35,20,29,13,45,3038,1493,62,20,152,71,15,53,139,189,233,261,117,96,85,1545,90,10,122,17,21,34,111,182,249,256,132,163,158,0.150922303,0.063163779,0.087758524
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",2374,309,138,3,0,0,6,0,5,16,16,20,34,0,6,32,171,15,0,10,0,7,0,40,0,26,23,16,22,12,2065,1034,85,27,45,44,27,31,62,148,224,184,29,95,33,1031,52,20,67,32,5,29,78,148,168,138,119,80,95,0.130160067,0.058129739,0.072030329
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",5463,1047,457,52,0,103,10,0,0,36,93,82,46,21,0,14,590,82,15,65,11,0,14,38,133,86,78,31,9,28,4416,2325,168,23,224,37,28,69,304,445,398,296,166,91,76,2091,112,16,135,72,23,95,187,348,296,310,87,225,185,0.191652938,0.08365367,0.107999268
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",2193,186,77,0,0,0,0,14,0,8,0,6,31,0,7,11,109,0,0,0,13,0,6,0,34,0,20,13,0,23,2007,914,38,6,28,39,11,10,65,69,189,144,168,76,71,1093,45,26,42,44,13,17,49,78,149,209,85,148,188,0.084815321,0.035111719,0.049703602
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",5559,931,427,37,0,49,15,15,9,60,95,99,32,0,16,0,504,23,11,58,25,20,24,105,106,49,41,13,20,9,4628,2446,69,36,106,22,0,30,271,781,508,290,150,148,35,2182,97,13,123,0,21,16,257,724,406,272,112,87,54,0.167476165,0.076812376,0.090663788
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",6052,1122,610,84,6,27,11,0,20,116,145,37,71,29,29,35,512,23,8,23,5,0,6,61,140,55,17,80,46,48,4930,2713,207,52,53,30,14,29,341,747,536,447,166,52,39,2217,143,24,86,20,6,33,254,678,413,279,116,83,82,0.185393258,0.100793126,0.084600132
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",3603,1075,439,76,9,29,16,8,11,55,80,49,49,28,19,10,636,93,6,46,22,0,0,98,152,60,61,44,43,11,2528,1342,115,28,132,38,12,18,157,306,244,165,44,56,27,1186,44,34,131,23,23,14,107,257,223,131,97,69,33,0.298362476,0.121842909,0.176519567
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",4557,1505,615,101,5,43,26,15,24,105,124,48,56,23,21,24,890,68,5,70,31,11,31,175,80,187,87,77,28,40,3052,1740,81,9,126,23,20,40,244,435,375,196,126,50,15,1312,70,19,109,53,20,12,152,247,264,145,38,77,106,0.330261137,0.134957209,0.195303928
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",4161,815,397,26,0,52,22,12,11,45,46,38,91,29,14,11,418,26,12,60,0,11,9,53,46,52,37,27,24,61,3346,1811,166,12,116,50,30,27,193,342,356,267,134,42,76,1535,70,39,131,79,38,38,187,241,241,204,114,85,68,0.195866378,0.095409757,0.100456621
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",2742,1035,503,43,22,79,34,22,32,36,67,77,60,26,5,0,532,87,13,44,53,0,0,69,114,44,65,26,6,11,1707,854,49,7,133,39,20,34,60,201,136,92,70,0,13,853,45,19,72,33,26,16,63,209,147,131,49,16,27,0.377461707,0.183442743,0.194018964
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",2800,397,167,29,0,7,0,7,14,24,24,15,23,6,13,5,230,21,0,16,32,0,34,23,26,25,23,10,13,7,2403,1219,85,14,111,19,7,12,182,191,191,197,90,78,42,1184,49,32,104,19,0,14,86,210,211,120,142,100,97,0.141785714,0.059642857,0.082142857
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",4471,1151,524,80,27,84,23,5,11,103,42,34,35,74,0,6,627,52,9,115,17,5,9,83,72,86,53,49,24,53,3320,1610,70,13,154,68,27,53,119,277,290,239,98,111,91,1710,99,23,110,56,20,63,111,189,322,262,186,129,140,0.257436815,0.117199732,0.140237083
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",2638,614,262,11,0,34,8,15,16,37,18,21,48,22,0,32,352,7,0,64,13,0,15,39,44,77,34,0,22,37,2024,1085,44,12,63,59,9,20,100,193,210,168,97,55,55,939,37,13,49,25,16,12,78,152,138,200,79,69,71,0.232752085,0.099317665,0.13343442
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",1874,283,130,0,0,12,5,0,0,14,17,44,29,9,0,0,153,12,0,21,9,5,0,13,16,4,33,17,14,9,1591,758,49,8,57,23,8,29,52,122,123,159,72,37,19,833,66,4,24,48,6,6,67,111,171,109,100,57,64,0.151013874,0.069370331,0.081643543
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",2411,969,433,44,10,44,20,10,34,87,21,48,24,51,20,20,536,59,9,46,27,0,11,67,53,103,60,22,44,35,1442,741,28,19,33,15,0,9,80,166,169,117,36,36,33,701,26,10,51,5,10,0,66,89,125,109,88,43,79,0.401907922,0.17959353,0.222314392
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",1947,699,343,14,9,28,20,0,11,75,38,31,54,25,22,16,356,44,9,3,5,19,0,62,18,54,33,47,42,20,1248,637,44,6,61,27,0,20,60,114,125,35,57,73,15,611,24,14,14,8,17,3,63,117,117,64,64,44,62,0.359013867,0.176168464,0.182845403
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",3909,1092,515,32,20,7,6,0,6,99,69,134,67,28,32,15,577,30,6,51,16,21,11,56,59,73,51,39,77,87,2817,1358,88,23,82,62,0,25,132,235,307,228,101,43,32,1459,94,24,105,79,18,56,188,322,226,165,30,90,62,0.279355334,0.13174725,0.147608084
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",4418,1506,666,98,43,78,15,6,26,100,69,109,43,62,17,0,840,66,25,107,12,6,45,79,223,123,78,40,6,30,2912,1464,112,14,93,5,6,25,221,408,279,179,62,47,13,1448,122,8,110,37,16,48,212,295,176,215,95,59,55,0.340878225,0.150746944,0.190131281
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",4645,993,505,56,0,112,17,8,11,28,100,87,53,16,9,8,488,30,9,51,36,19,19,83,54,104,38,15,22,8,3652,1968,82,11,29,13,8,19,163,715,457,217,181,47,26,1684,84,13,47,52,4,27,202,580,232,167,170,71,35,0.213778256,0.108719053,0.105059203
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",4632,389,193,5,0,0,0,12,10,47,74,30,8,0,0,7,196,0,0,0,0,0,0,51,56,30,34,19,0,6,4243,2213,84,0,39,17,10,46,159,871,513,242,151,57,24,2030,38,0,48,10,16,9,265,861,314,256,116,57,40,0.083981002,0.041666667,0.042314335
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",3316,174,61,0,0,0,0,0,0,0,31,10,11,9,0,0,113,0,0,0,0,0,0,40,33,11,0,23,0,6,3142,1611,20,0,5,5,0,8,64,551,316,346,181,92,23,1531,24,9,22,0,0,0,87,621,274,206,156,71,61,0.052472859,0.018395657,0.034077201
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",2954,152,81,4,0,0,0,0,0,19,45,7,0,6,0,0,71,0,0,0,0,0,0,17,44,0,0,5,0,5,2802,1493,39,0,30,11,4,7,101,663,362,128,78,44,26,1309,40,0,24,45,0,42,71,537,227,156,95,45,27,0.051455653,0.027420447,0.024035206
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",2521,92,69,0,0,6,0,0,0,10,15,16,22,0,0,0,23,0,0,0,0,0,0,0,7,10,0,0,6,0,2429,1149,29,10,31,11,5,3,46,341,185,160,197,89,42,1280,6,0,23,9,0,8,71,370,202,236,164,89,102,0.036493455,0.027370091,0.009123364
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",3359,301,174,9,0,10,10,0,27,18,17,36,37,0,0,10,127,0,0,0,0,0,0,54,24,34,0,15,0,0,3058,1716,20,12,31,21,0,0,111,761,450,155,110,19,26,1342,25,0,14,0,0,0,184,584,177,194,67,62,35,0.089610003,0.051801131,0.037808872
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2923,230,135,0,0,0,0,0,0,48,15,7,51,7,0,7,95,0,0,0,0,0,0,36,23,5,16,0,0,15,2693,1476,24,0,15,3,0,0,57,525,384,217,139,84,28,1217,20,7,16,17,6,0,149,485,212,168,95,22,20,0.078686281,0.046185426,0.032500855
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",3429,678,349,20,0,39,19,5,6,53,66,87,9,24,14,7,329,29,3,22,13,5,5,12,75,13,14,22,32,84,2751,1515,64,5,71,17,7,17,101,591,326,189,71,36,20,1236,50,19,23,21,4,5,131,451,99,155,106,70,102,0.197725284,0.101778944,0.09594634
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",2412,490,216,12,0,9,5,0,12,41,30,0,33,24,23,27,274,12,0,25,15,0,33,59,33,39,8,16,16,18,1922,1022,22,7,37,23,0,5,102,313,264,163,31,44,11,900,53,23,65,21,25,0,88,215,173,120,59,42,16,0.203150912,0.089552239,0.113598673
