GEO.id,GEO.id2,GEO.display-label,HC01_VC01,HC02_VC01,HC01_VC03,HC02_VC03,HC01_VC04,HC02_VC04,HC01_VC05,HC02_VC05,HC01_VC06,HC02_VC06,HC01_VC07,HC02_VC07,HC01_VC08,HC02_VC08,HC01_VC09,HC02_VC09,HC01_VC10,HC02_VC10,HC01_VC11,HC02_VC11,HC01_VC12,HC02_VC12,HC01_VC13,HC02_VC13,HC01_VC14,HC02_VC14,HC01_VC15,HC02_VC15,HC01_VC16,HC02_VC16,HC01_VC17,HC02_VC17,HC01_VC18,HC02_VC18,HC01_VC19,HC02_VC19,HC01_VC20,HC02_VC20,HC01_VC21,HC02_VC21,HC01_VC22,HC02_VC22,HC01_VC23,HC02_VC23,HC01_VC24,HC02_VC24,HC01_VC25,HC02_VC25,HC01_VC26,HC02_VC26,HC01_VC28,HC02_VC28,HC01_VC29,HC02_VC29,HC01_VC30,HC02_VC30,HC01_VC31,HC02_VC31,HC01_VC32,HC02_VC32,HC01_VC33,HC02_VC33,HC01_VC34,HC02_VC34,HC01_VC35,HC02_VC35,HC01_VC36,HC02_VC36,HC01_VC37,HC02_VC37,HC01_VC38,HC02_VC38,HC01_VC39,HC02_VC39,HC01_VC40,HC02_VC40,HC01_VC41,HC02_VC41,HC01_VC42,HC02_VC42,HC01_VC43,HC02_VC43,HC01_VC44,HC02_VC44,HC01_VC45,HC02_VC45,HC01_VC46,HC02_VC46,HC01_VC48,HC02_VC48,HC01_VC49,HC02_VC49,HC01_VC50,HC02_VC50,HC01_VC51,HC02_VC51,HC01_VC52,HC02_VC52,HC01_VC53,HC02_VC53,HC01_VC55,HC02_VC55,HC01_VC56,HC02_VC56,HC01_VC57,HC02_VC57,HC01_VC58,HC02_VC58,HC01_VC59,HC02_VC59,HC01_VC60,HC02_VC60,HC01_VC61,HC02_VC61,HC01_VC62,HC02_VC62,HC01_VC64,HC02_VC64,HC01_VC65,HC02_VC65,HC01_VC66,HC02_VC66,HC01_VC67,HC02_VC67,HC01_VC68,HC02_VC68,HC01_VC69,HC02_VC69,HC01_VC70,HC02_VC70,HC01_VC71,HC02_VC71,HC01_VC72,HC02_VC72,HC01_VC73,HC02_VC73,HC01_VC74,HC02_VC74,HC01_VC75,HC02_VC75,HC01_VC76,HC02_VC76,HC01_VC78,HC02_VC78,HC01_VC79,HC02_VC79,HC01_VC80,HC02_VC80,HC01_VC81,HC02_VC81,HC01_VC82,HC02_VC82,HC01_VC83,HC02_VC83,HC01_VC84,HC02_VC84,HC01_VC85,HC02_VC85,HC01_VC86,HC02_VC86,HC01_VC87,HC02_VC87,HC01_VC88,HC02_VC88,HC01_VC89,HC02_VC89,HC01_VC90,HC02_VC90,HC01_VC91,HC02_VC91,HC01_VC93,HC02_VC93,HC01_VC94,HC02_VC94,HC01_VC95,HC02_VC95,HC01_VC96,HC02_VC96,HC01_VC97,HC02_VC97,HC01_VC98,HC02_VC98,HC01_VC100,HC02_VC100,HC01_VC101,HC02_VC101,HC01_VC102,HC02_VC102,HC01_VC103,HC02_VC103,HC01_VC104,HC02_VC104
1400000US11001006201,11001006201,"Census Tract 62.01, District of Columbia, District of Columbia",144,100.0,95,66.0,49,34.0,1,0.7,0,0.0,0,0.0,3,2.1,5,3.5,11,7.6,22,15.3,48,33.3,32,22.2,12,8.3,8,5.6,1,0.7,1,0.7,51.6,(X),142,98.6,93,64.6,49,34.0,138,95.8,15,10.4,10,6.9,9,6.3,1,0.7,143,99.3,136,94.4,7,4.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,137,95.1,7,4.9,1,0.7,0,0.0,0,0.0,0,0.0,144,100.0,1,0.7,0,0.0,0,0.0,1,0.7,0,0.0,143,99.3,135,93.8,144,100.0,144,100.0,94,65.3,32,22.2,3,2.1,2,1.4,1,0.7,0,0.0,14,9.7,8,5.6,0,0.0,0,0.0,0,0.0,94,100.0,34,36.2,2,2.1,32,34.0,2,2.1,0,0.0,0,0.0,60,63.8,47,50.0,7,7.4,2,2.1,9,9.6,1.53,(X),2.06,(X),208,100.0,94,45.2,114,54.8,87,41.8,0.0,(X),68.8,(X),94,100.0,84,89.4,10,10.6,1.52,(X),1.60,(X)
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",12,100.0,5,41.7,7,58.3,1,8.3,0,0.0,0,0.0,0,0.0,2,16.7,2,16.7,1,8.3,2,16.7,3,25.0,0,0.0,0,0.0,1,8.3,0,0.0,47.0,(X),11,91.7,5,41.7,6,50.0,10,83.3,1,8.3,1,8.3,0,0.0,1,8.3,12,100.0,7,58.3,5,41.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,58.3,5,41.7,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,7,58.3,12,100.0,12,100.0,5,41.7,2,16.7,3,25.0,0,0.0,2,16.7,1,8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,100.0,3,60.0,0,0.0,2,40.0,0,0.0,1,20.0,0,0.0,2,40.0,2,40.0,0,0.0,1,20.0,1,20.0,2.40,(X),3.33,(X),6,100.0,5,83.3,1,16.7,0,0.0,(X),(X),16.7,(X),5,100.0,0,0.0,5,100.0,0.00,(X),2.40,(X)
1400000US11001006301,11001006301,"Census Tract 63.01, District of Columbia, District of Columbia",3822,100.0,1762,46.1,2060,53.9,129,3.4,130,3.4,115,3.0,101,2.6,126,3.3,444,11.6,606,15.9,760,19.9,306,8.0,296,7.7,413,10.8,311,8.1,85,2.2,48.5,(X),3387,88.6,1531,40.1,1856,48.6,3330,87.1,981,25.7,809,21.2,351,9.2,458,12.0,3701,96.8,1433,37.5,2112,55.3,14,0.4,84,2.2,10,0.3,19,0.5,18,0.5,15,0.4,11,0.3,1,0.0,10,0.3,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,57,1.5,121,3.2,1510,39.5,2196,57.5,50,1.3,106,2.8,3,0.1,110,2.9,3822,100.0,169,4.4,21,0.5,30,0.8,21,0.5,97,2.5,3653,95.6,1361,35.6,3822,100.0,3822,100.0,2504,65.5,393,10.3,521,13.6,358,9.4,181,4.7,68,1.8,223,5.8,103,2.7,0,0.0,0,0.0,0,0.0,2504,100.0,710,28.4,234,9.3,393,15.7,78,3.1,272,10.9,137,5.5,1794,71.6,1649,65.9,496,19.8,270,10.8,706,28.2,1.53,(X),2.54,(X),2724,100.0,2504,91.9,220,8.1,63,2.3,3.3,(X),6.7,(X),2504,100.0,1469,58.7,1035,41.3,1.38,(X),1.74,(X)
1400000US11001006302,11001006302,"Census Tract 63.02, District of Columbia, District of Columbia",57,100.0,33,57.9,24,42.1,1,1.8,2,3.5,1,1.8,4,7.0,6,10.5,9,15.8,8,14.0,13,22.8,9,15.8,4,7.0,0,0.0,0,0.0,0,0.0,39.3,(X),51,89.5,31,54.4,20,35.1,48,84.2,0,0.0,0,0.0,0,0.0,0,0.0,57,100.0,28,49.1,26,45.6,0,0.0,1,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0,1,1.8,0,0.0,0,0.0,1,1.8,0,0.0,1,1.8,0,0.0,28,49.1,26,45.6,0,0.0,1,1.8,1,1.8,1,1.8,57,100.0,2,3.5,1,1.8,1,1.8,0,0.0,0,0.0,55,96.5,27,47.4,57,100.0,48,84.2,20,35.1,15,26.3,10,17.5,6,10.5,2,3.5,0,0.0,1,1.8,0,0.0,9,15.8,0,0.0,9,15.8,20,100.0,18,90.0,5,25.0,15,75.0,4,20.0,1,5.0,0,0.0,2,10.0,1,5.0,0,0.0,5,25.0,0,0.0,2.40,(X),2.50,(X),23,100.0,20,87.0,3,13.0,0,0.0,0.0,(X),0.0,(X),20,100.0,2,10.0,18,90.0,3.00,(X),2.33,(X)
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",2240,100.0,972,43.4,1268,56.6,165,7.4,222,9.9,154,6.9,136,6.1,144,6.4,234,10.4,328,14.6,301,13.4,75,3.3,92,4.1,223,10.0,125,5.6,41,1.8,36.9,(X),1607,71.7,666,29.7,941,42.0,1528,68.2,452,20.2,389,17.4,110,4.9,279,12.5,2199,98.2,79,3.5,2034,90.8,11,0.5,45,2.0,4,0.2,31,1.4,0,0.0,0,0.0,1,0.0,9,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,1.3,41,1.8,98,4.4,2067,92.3,24,1.1,53,2.4,1,0.0,45,2.0,2240,100.0,60,2.7,4,0.2,2,0.1,7,0.3,47,2.1,2180,97.3,71,3.2,2240,100.0,2123,94.8,961,42.9,106,4.7,726,32.4,496,22.1,220,9.8,123,5.5,110,4.9,47,2.1,117,5.2,0,0.0,117,5.2,961,100.0,565,58.8,265,27.6,106,11.0,28,2.9,410,42.7,218,22.7,396,41.2,357,37.1,174,18.1,338,35.2,332,34.5,2.21,(X),2.86,(X),1058,100.0,961,90.8,97,9.2,0,0.0,12.1,(X),4.4,(X),961,100.0,138,14.4,823,85.6,2.04,(X),2.24,(X)
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",2422,100.0,1262,52.1,1160,47.9,73,3.0,50,2.1,34,1.4,18,0.7,240,9.9,831,34.3,374,15.4,381,15.7,144,5.9,80,3.3,108,4.5,64,2.6,25,1.0,34.1,(X),2249,92.9,1176,48.6,1073,44.3,2242,92.6,247,10.2,197,8.1,93,3.8,104,4.3,2379,98.2,2023,83.5,232,9.6,10,0.4,85,3.5,9,0.4,27,1.1,13,0.5,13,0.5,13,0.5,3,0.1,7,0.3,5,0.2,3,0.1,2,0.1,0,0.0,0,0.0,24,1.0,43,1.8,2053,84.8,251,10.4,19,0.8,105,4.3,6,0.2,33,1.4,2422,100.0,70,2.9,21,0.9,6,0.2,5,0.2,38,1.6,2352,97.1,1980,81.8,2422,100.0,2401,99.1,1393,57.5,311,12.8,195,8.1,154,6.4,48,2.0,9,0.4,454,18.7,95,3.9,21,0.9,0,0.0,21,0.9,1393,100.0,377,27.1,102,7.3,311,22.3,80,5.7,50,3.6,16,1.1,1016,72.9,731,52.5,88,6.3,113,8.1,166,11.9,1.72,(X),2.47,(X),1611,100.0,1393,86.5,218,13.5,121,7.5,0.5,(X),4.2,(X),1393,100.0,570,40.9,823,59.1,1.98,(X),1.55,(X)
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",1837,100.0,926,50.4,911,49.6,58,3.2,30,1.6,34,1.9,32,1.7,152,8.3,613,33.4,274,14.9,263,14.3,154,8.4,95,5.2,82,4.5,44,2.4,6,0.3,35.0,(X),1691,92.1,842,45.8,849,46.2,1683,91.6,188,10.2,132,7.2,73,4.0,59,3.2,1806,98.3,1634,88.9,87,4.7,6,0.3,66,3.6,13,0.7,10,0.5,6,0.3,3,0.2,12,0.7,3,0.2,19,1.0,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,12,0.7,31,1.7,1653,90.0,100,5.4,16,0.9,73,4.0,2,0.1,29,1.6,1837,100.0,55,3.0,10,0.5,5,0.3,4,0.2,36,2.0,1782,97.0,1595,86.8,1837,100.0,1826,99.4,1057,57.5,306,16.7,174,9.5,139,7.6,31,1.7,3,0.2,258,14.0,84,4.6,11,0.6,0,0.0,11,0.6,1057,100.0,353,33.4,95,9.0,306,28.9,76,7.2,38,3.6,16,1.5,704,66.6,516,48.8,41,3.9,101,9.6,102,9.6,1.73,(X),2.45,(X),1179,100.0,1057,89.7,122,10.3,39,3.3,0.2,(X),5.4,(X),1057,100.0,500,47.3,557,52.7,1.99,(X),1.49,(X)
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",3543,100.0,1811,51.1,1732,48.9,147,4.1,84,2.4,73,2.1,64,1.8,216,6.1,998,28.2,701,19.8,593,16.7,266,7.5,145,4.1,158,4.5,84,2.4,14,0.4,37.1,(X),3197,90.2,1639,46.3,1558,44.0,3165,89.3,336,9.5,256,7.2,126,3.6,130,3.7,3464,97.8,2559,72.2,806,22.7,6,0.2,60,1.7,21,0.6,16,0.5,2,0.1,6,0.2,3,0.1,4,0.1,8,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.9,79,2.2,2617,73.9,846,23.9,18,0.5,84,2.4,0,0.0,64,1.8,3543,100.0,139,3.9,42,1.2,17,0.5,10,0.3,70,2.0,3404,96.1,2469,69.7,3543,100.0,3524,99.5,1877,53.0,532,15.0,433,12.2,300,8.5,123,3.5,42,1.2,559,15.8,189,5.3,19,0.5,0,0.0,19,0.5,1877,100.0,684,36.4,206,11.0,532,28.3,157,8.4,120,6.4,41,2.2,1193,63.6,805,42.9,78,4.2,235,12.5,204,10.9,1.88,(X),2.59,(X),1970,100.0,1877,95.3,93,4.7,16,0.8,0.8,(X),3.1,(X),1877,100.0,1084,57.8,793,42.2,2.06,(X),1.63,(X)
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",1997,100.0,977,48.9,1020,51.1,84,4.2,127,6.4,129,6.5,135,6.8,93,4.7,285,14.3,363,18.2,277,13.9,117,5.9,90,4.5,158,7.9,117,5.9,22,1.1,39.4,(X),1580,79.1,765,38.3,815,40.8,1506,75.4,345,17.3,297,14.9,111,5.6,186,9.3,1975,98.9,111,5.6,1847,92.5,3,0.2,8,0.4,0,0.0,3,0.2,1,0.1,0,0.0,0,0.0,0,0.0,4,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.3,22,1.1,125,6.3,1866,93.4,14,0.7,10,0.5,2,0.1,12,0.6,1997,100.0,20,1.0,5,0.3,0,0.0,2,0.1,13,0.7,1977,99.0,106,5.3,1997,100.0,1962,98.2,875,43.8,157,7.9,484,24.2,243,12.2,298,14.9,152,7.6,148,7.4,40,2.0,35,1.8,0,0.0,35,1.8,875,100.0,415,47.4,137,15.7,157,17.9,42,4.8,208,23.8,75,8.6,460,52.6,391,44.7,82,9.4,223,25.5,238,27.2,2.24,(X),3.26,(X),1051,100.0,875,83.3,176,16.7,2,0.2,10.6,(X),10.7,(X),875,100.0,432,49.4,443,50.6,2.57,(X),1.92,(X)
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2066,100.0,938,45.4,1128,54.6,115,5.6,104,5.0,117,5.7,109,5.3,107,5.2,313,15.2,387,18.7,319,15.4,98,4.7,81,3.9,137,6.6,148,7.2,31,1.5,39.5,(X),1659,80.3,746,36.1,913,44.2,1597,77.3,364,17.6,316,15.3,112,5.4,204,9.9,2035,98.5,246,11.9,1755,84.9,8,0.4,9,0.4,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,3,0.1,4,0.2,5,0.2,1,0.0,2,0.1,1,0.0,1,0.0,12,0.6,31,1.5,259,12.5,1777,86.0,26,1.3,13,0.6,5,0.2,20,1.0,2066,100.0,28,1.4,9,0.4,2,0.1,2,0.1,15,0.7,2038,98.6,241,11.7,2066,100.0,1974,95.5,855,41.4,190,9.2,488,23.6,290,14.0,271,13.1,111,5.4,170,8.2,59,2.9,92,4.5,0,0.0,92,4.5,855,100.0,452,52.9,168,19.6,190,22.2,69,8.1,218,25.5,90,10.5,403,47.1,309,36.1,74,8.7,230,26.9,232,27.1,2.31,(X),3.10,(X),951,100.0,855,89.9,96,10.1,2,0.2,3.2,(X),9.8,(X),855,100.0,550,64.3,305,35.7,2.42,(X),2.11,(X)
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2628,100.0,2254,85.8,374,14.2,44,1.7,15,0.6,13,0.5,206,7.8,505,19.2,775,29.5,684,26.0,285,10.8,32,1.2,26,1.0,26,1.0,11,0.4,6,0.2,31.9,(X),2514,95.7,2181,83.0,333,12.7,2250,85.6,53,2.0,43,1.6,26,1.0,17,0.6,2587,98.4,221,8.4,2280,86.8,2,0.1,20,0.8,0,0.0,15,0.6,2,0.1,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,2.4,41,1.6,261,9.9,2282,86.8,11,0.4,21,0.8,0,0.0,103,3.9,2628,100.0,122,4.6,7,0.3,7,0.3,0,0.0,108,4.1,2506,95.4,174,6.6,2628,100.0,262,10.0,171,6.5,25,1.0,30,1.1,16,0.6,22,0.8,9,0.3,14,0.5,0,0.0,2366,90.0,2362,89.9,4,0.2,171,100.0,39,22.8,14,8.2,25,14.6,11,6.4,8,4.7,3,1.8,132,77.2,125,73.1,0,0.0,28,16.4,7,4.1,1.53,(X),2.97,(X),186,100.0,171,91.9,15,8.1,4,2.2,0.0,(X),5.7,(X),171,100.0,21,12.3,150,87.7,2.00,(X),1.47,(X)
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",1854,100.0,979,52.8,875,47.2,69,3.7,53,2.9,45,2.4,45,2.4,93,5.0,386,20.8,354,19.1,359,19.4,118,6.4,75,4.0,136,7.3,93,5.0,28,1.5,41.1,(X),1662,89.6,876,47.2,786,42.4,1634,88.1,289,15.6,257,13.9,102,5.5,155,8.4,1819,98.1,772,41.6,992,53.5,6,0.3,32,1.7,2,0.1,12,0.6,4,0.2,1,0.1,7,0.4,0,0.0,6,0.3,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,15,0.8,35,1.9,802,43.3,1009,54.4,18,1.0,38,2.0,7,0.4,21,1.1,1854,100.0,68,3.7,19,1.0,6,0.3,3,0.2,40,2.2,1786,96.3,731,39.4,1854,100.0,1854,100.0,971,52.4,216,11.7,260,14.0,132,7.1,169,9.1,59,3.2,238,12.8,84,4.5,0,0.0,0,0.0,0,0.0,971,100.0,360,37.1,91,9.4,216,22.2,52,5.4,114,11.7,29,3.0,611,62.9,448,46.1,84,8.7,121,12.5,209,21.5,1.91,(X),2.79,(X),1029,100.0,971,94.4,58,5.6,1,0.1,1.4,(X),5.9,(X),971,100.0,554,57.1,417,42.9,2.08,(X),1.69,(X)
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",2132,100.0,1232,57.8,900,42.2,54,2.5,38,1.8,46,2.2,197,9.2,269,12.6,551,25.8,376,17.6,317,14.9,112,5.3,53,2.5,66,3.1,37,1.7,16,0.8,33.3,(X),1963,92.1,1152,54.0,811,38.0,1731,81.2,154,7.2,119,5.6,45,2.1,74,3.5,2092,98.1,1497,70.2,496,23.3,8,0.4,51,2.4,9,0.4,17,0.8,10,0.5,5,0.2,6,0.3,3,0.1,1,0.0,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,38,1.8,40,1.9,1528,71.7,509,23.9,25,1.2,62,2.9,4,0.2,47,2.2,2132,100.0,104,4.9,34,1.6,20,0.9,3,0.1,47,2.2,2028,95.1,1450,68.0,2132,100.0,1849,86.7,1048,49.2,242,11.4,196,9.2,138,6.5,60,2.8,16,0.8,303,14.2,98,4.6,283,13.3,0,0.0,283,13.3,1048,100.0,342,32.6,94,9.0,242,23.1,50,4.8,75,7.2,37,3.5,706,67.4,477,45.5,46,4.4,107,10.2,102,9.7,1.76,(X),2.46,(X),1133,100.0,1048,92.5,85,7.5,4,0.4,1.7,(X),5.4,(X),1048,100.0,536,51.1,512,48.9,1.81,(X),1.71,(X)
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",2818,100.0,1319,46.8,1499,53.2,274,9.7,312,11.1,264,9.4,201,7.1,170,6.0,426,15.1,458,16.3,309,11.0,112,4.0,79,2.8,123,4.4,70,2.5,20,0.7,29.8,(X),1833,65.0,784,27.8,1049,37.2,1741,61.8,252,8.9,213,7.6,78,2.8,135,4.8,2771,98.3,241,8.6,2417,85.8,9,0.3,57,2.0,5,0.2,32,1.1,0,0.0,0,0.0,1,0.0,9,0.3,10,0.4,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,46,1.6,47,1.7,262,9.3,2445,86.8,17,0.6,69,2.4,3,0.1,77,2.7,2818,100.0,82,2.9,8,0.3,10,0.4,3,0.1,61,2.2,2736,97.1,224,7.9,2818,100.0,2764,98.1,1103,39.1,145,5.1,1024,36.3,823,29.2,257,9.1,134,4.8,235,8.3,97,3.4,54,1.9,0,0.0,54,1.9,1103,100.0,610,55.3,400,36.3,145,13.1,71,6.4,430,39.0,306,27.7,493,44.7,375,34.0,93,8.4,471,42.7,176,16.0,2.51,(X),3.34,(X),1204,100.0,1103,91.6,101,8.4,0,0.0,6.2,(X),4.7,(X),1103,100.0,334,30.3,769,69.7,2.21,(X),2.64,(X)
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",1825,100.0,816,44.7,1009,55.3,129,7.1,182,10.0,180,9.9,123,6.7,101,5.5,161,8.8,276,15.1,233,12.8,76,4.2,83,4.5,175,9.6,93,5.1,13,0.7,36.2,(X),1260,69.0,527,28.9,733,40.2,1191,65.3,332,18.2,281,15.4,110,6.0,171,9.4,1809,99.1,60,3.3,1732,94.9,4,0.2,7,0.4,0,0.0,5,0.3,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,4,0.2,16,0.9,62,3.4,1748,95.8,10,0.5,8,0.4,3,0.2,11,0.6,1825,100.0,22,1.2,6,0.3,8,0.4,2,0.1,6,0.3,1803,98.8,56,3.1,1825,100.0,1825,100.0,845,46.3,76,4.2,643,35.2,445,24.4,174,9.5,109,6.0,87,4.8,37,2.0,0,0.0,0,0.0,0,0.0,845,100.0,399,47.2,227,26.9,76,9.0,25,3.0,293,34.7,193,22.8,446,52.8,411,48.6,195,23.1,271,32.1,264,31.2,2.16,(X),3.24,(X),911,100.0,845,92.8,66,7.2,0,0.0,12.1,(X),4.1,(X),845,100.0,29,3.4,816,96.6,2.34,(X),2.15,(X)
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",5234,100.0,2775,53.0,2459,47.0,785,15.0,640,12.2,416,7.9,288,5.5,644,12.3,1209,23.1,954,18.2,234,4.5,30,0.6,12,0.2,19,0.4,3,0.1,0,0.0,23.7,(X),3279,62.6,1768,33.8,1511,28.9,2942,56.2,28,0.5,22,0.4,8,0.2,14,0.3,5032,96.1,3037,58.0,1572,30.0,39,0.7,183,3.5,0,0.0,7,0.1,117,2.2,13,0.2,20,0.4,9,0.2,17,0.3,35,0.7,10,0.2,13,0.2,9,0.2,3,0.1,166,3.2,202,3.9,3211,61.3,1668,31.9,75,1.4,253,4.8,52,1.0,197,3.8,5234,100.0,442,8.4,134,2.6,140,2.7,4,0.1,164,3.1,4792,91.6,2844,54.3,5234,100.0,4634,88.5,1361,26.0,1166,22.3,2002,38.2,1933,36.9,54,1.0,18,0.3,51,1.0,9,0.2,600,11.5,0,0.0,600,11.5,1361,100.0,1317,96.8,1013,74.4,1166,85.7,873,64.1,110,8.1,103,7.6,44,3.2,33,2.4,0,0.0,1020,74.9,19,1.4,3.40,(X),3.45,(X),1450,100.0,1361,93.9,89,6.1,1,0.1,0.0,(X),1.6,(X),1361,100.0,27,2.0,1334,98.0,2.37,(X),3.43,(X)
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",3261,100.0,1558,47.8,1703,52.2,224,6.9,286,8.8,250,7.7,242,7.4,226,6.9,396,12.1,522,16.0,472,14.5,184,5.6,178,5.5,200,6.1,67,2.1,14,0.4,35.1,(X),2339,71.7,1104,33.9,1235,37.9,2208,67.7,384,11.8,281,8.6,114,3.5,167,5.1,3222,98.8,63,1.9,3123,95.8,3,0.1,10,0.3,0,0.0,1,0.0,8,0.2,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.7,39,1.2,74,2.3,3161,96.9,16,0.5,19,0.6,2,0.1,31,1.0,3261,100.0,42,1.3,9,0.3,6,0.2,1,0.0,26,0.8,3219,98.7,55,1.7,3261,100.0,3229,99.0,1274,39.1,269,8.2,1064,32.6,698,21.4,380,11.7,191,5.9,242,7.4,97,3.0,32,1.0,0,0.0,32,1.0,1274,100.0,747,58.6,336,26.4,269,21.1,87,6.8,390,30.6,210,16.5,527,41.4,448,35.2,79,6.2,441,34.6,219,17.2,2.53,(X),3.29,(X),1772,100.0,1274,71.9,498,28.1,0,0.0,3.7,(X),13.5,(X),1274,100.0,473,37.1,801,62.9,2.89,(X),2.32,(X)
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",4665,100.0,1916,41.1,2749,58.9,490,10.5,700,15.0,457,9.8,383,8.2,274,5.9,652,14.0,618,13.2,441,9.5,172,3.7,140,3.0,189,4.1,93,2.0,56,1.2,25.4,(X),2777,59.5,1015,21.8,1762,37.8,2571,55.1,422,9.0,338,7.2,112,2.4,226,4.8,4628,99.2,40,0.9,4564,97.8,17,0.4,6,0.1,5,0.1,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,37,0.8,64,1.4,4595,98.5,31,0.7,11,0.2,0,0.0,5,0.1,4665,100.0,20,0.4,5,0.1,1,0.0,5,0.1,9,0.2,4645,99.6,38,0.8,4665,100.0,4432,95.0,1482,31.8,277,5.9,1936,41.5,1517,32.5,516,11.1,289,6.2,221,4.7,101,2.2,233,5.0,135,2.9,98,2.1,1482,100.0,1118,75.4,724,48.9,277,18.7,128,8.6,738,49.8,539,36.4,364,24.6,301,20.3,64,4.3,854,57.6,188,12.7,2.99,(X),3.44,(X),1622,100.0,1482,91.4,140,8.6,0,0.0,1.6,(X),8.3,(X),1482,100.0,315,21.3,1167,78.7,2.88,(X),3.02,(X)
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",377,100.0,216,57.3,161,42.7,0,0.0,0,0.0,0,0.0,236,62.6,137,36.3,3,0.8,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19.1,(X),267,70.8,153,40.6,114,30.2,79,21.0,0,0.0,0,0.0,0,0.0,0,0.0,368,97.6,25,6.6,321,85.1,3,0.8,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,4.5,9,2.4,27,7.2,329,87.3,4,1.1,5,1.3,4,1.1,19,5.0,377,100.0,42,11.1,11,2.9,13,3.4,1,0.3,17,4.5,335,88.9,13,3.4,377,100.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,376,99.7,0,0.0,376,99.7,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0,0,0.0,1.00,(X),0.00,(X),1,100.0,1,100.0,0,0.0,0,0.0,(X),(X),0.0,(X),1,100.0,0,0.0,1,100.0,0.00,(X),1.00,(X)
