GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",868,108
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",942,147
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",1782,129
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",1084,297
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",897,353
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",1063,198
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",1457,429
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",1230,95
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",1249,115
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",1051,146
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",1008,110
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",997,94
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",1519,267
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",1184,301
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",791,157
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia","2,000+",***
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",1347,153
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",638,986
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",966,212
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",1098,75
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",1131,98
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",1368,96
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",1404,56
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",1634,143
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",1538,100
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",1900,244
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",1688,135
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",1566,131
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",1231,131
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",1813,197
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",1216,226
1400000US11001004701,11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",616,328
1400000US11001004702,11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",1396,631
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",920,365
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",993,552
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",678,235
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",1581,277
1400000US11001005001,11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",1789,198
1400000US11001005002,11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",1317,124
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",1550,114
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",1693,70
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",1943,108
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",1596,97
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia","2,000+",***
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia","2,000+",***
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",-,**
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",368,64
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",1486,223
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",1653,246
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",1612,254
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",1144,198
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",1432,265
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",-,**
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",1208,357
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",1468,169
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",396,508
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",1856,235
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia","2,000+",***
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",626,123
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",393,94
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",966,37
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",1023,186
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",1074,56
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",929,42
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",895,112
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",830,67
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",858,97
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",1024,114
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",842,120
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",873,88
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",884,66
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",953,69
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",947,54
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",860,43
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",730,126
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",871,73
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",884,65
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",1107,50
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",608,61
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",831,123
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",845,107
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",496,181
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",916,56
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",1013,142
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",863,242
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",1438,316
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",1483,407
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",1499,230
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",1450,145
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",1825,132
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",1788,117
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",1204,109
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",1427,101
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",1202,239
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",840,165
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",964,159
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",898,84
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",1020,83
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",1010,143
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",764,29
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",407,129
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",687,87
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",1122,86
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",973,156
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",435,557
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",1165,281
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",1091,369
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",809,316
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",1076,90
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",1355,115
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",922,113
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",1514,395
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",1066,481
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",1123,110
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",1234,234
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",429,182
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",811,56
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",949,59
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",936,72
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",1022,119
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",897,137
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",611,163
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",840,94
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",973,62
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",870,67
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",853,61
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",723,80
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",1125,567
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",726,253
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",873,160
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",869,51
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",891,84
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",852,62
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",533,58
1400000US11001010100,11001010100,"Census Tract 101, District of Columbia, District of Columbia",1369,102
1400000US11001010200,11001010200,"Census Tract 102, District of Columbia, District of Columbia",1579,92
1400000US11001010300,11001010300,"Census Tract 103, District of Columbia, District of Columbia",984,161
1400000US11001010400,11001010400,"Census Tract 104, District of Columbia, District of Columbia",822,93
1400000US11001010500,11001010500,"Census Tract 105, District of Columbia, District of Columbia",1193,51
1400000US11001010600,11001010600,"Census Tract 106, District of Columbia, District of Columbia",1970,237
1400000US11001010700,11001010700,"Census Tract 107, District of Columbia, District of Columbia",1902,101
1400000US11001010800,11001010800,"Census Tract 108, District of Columbia, District of Columbia",1427,50
1400000US11001010900,11001010900,"Census Tract 109, District of Columbia, District of Columbia",1020,70
1400000US11001011000,11001011000,"Census Tract 110, District of Columbia, District of Columbia",1365,145
1400000US11001011100,11001011100,"Census Tract 111, District of Columbia, District of Columbia",821,145
1400000US24031700101,24031700101,"Census Tract 7001.01, Montgomery County, Maryland",1330,344
1400000US24031700103,24031700103,"Census Tract 7001.03, Montgomery County, Maryland","2,000+",***
1400000US24031700104,24031700104,"Census Tract 7001.04, Montgomery County, Maryland",1643,241
1400000US24031700105,24031700105,"Census Tract 7001.05, Montgomery County, Maryland",1691,197
1400000US24031700204,24031700204,"Census Tract 7002.04, Montgomery County, Maryland",1780,215
1400000US24031700205,24031700205,"Census Tract 7002.05, Montgomery County, Maryland",1563,2539
1400000US24031700206,24031700206,"Census Tract 7002.06, Montgomery County, Maryland","2,000+",***
1400000US24031700207,24031700207,"Census Tract 7002.07, Montgomery County, Maryland",1643,212
1400000US24031700208,24031700208,"Census Tract 7002.08, Montgomery County, Maryland",1080,296
1400000US24031700304,24031700304,"Census Tract 7003.04, Montgomery County, Maryland",1796,118
1400000US24031700306,24031700306,"Census Tract 7003.06, Montgomery County, Maryland","2,000+",***
1400000US24031700308,24031700308,"Census Tract 7003.08, Montgomery County, Maryland",1586,202
1400000US24031700309,24031700309,"Census Tract 7003.09, Montgomery County, Maryland",1537,122
1400000US24031700310,24031700310,"Census Tract 7003.10, Montgomery County, Maryland",1387,76
1400000US24031700311,24031700311,"Census Tract 7003.11, Montgomery County, Maryland","2,000+",***
1400000US24031700312,24031700312,"Census Tract 7003.12, Montgomery County, Maryland",1841,1029
1400000US24031700400,24031700400,"Census Tract 7004, Montgomery County, Maryland",1234,208
1400000US24031700500,24031700500,"Census Tract 7005, Montgomery County, Maryland",1551,748
1400000US24031700604,24031700604,"Census Tract 7006.04, Montgomery County, Maryland","2,000+",***
1400000US24031700606,24031700606,"Census Tract 7006.06, Montgomery County, Maryland","2,000+",***
1400000US24031700607,24031700607,"Census Tract 7006.07, Montgomery County, Maryland","2,000+",***
1400000US24031700608,24031700608,"Census Tract 7006.08, Montgomery County, Maryland","2,000+",***
1400000US24031700610,24031700610,"Census Tract 7006.10, Montgomery County, Maryland","2,000+",***
1400000US24031700611,24031700611,"Census Tract 7006.11, Montgomery County, Maryland","2,000+",***
1400000US24031700613,24031700613,"Census Tract 7006.13, Montgomery County, Maryland",1744,101
1400000US24031700614,24031700614,"Census Tract 7006.14, Montgomery County, Maryland",1458,160
1400000US24031700615,24031700615,"Census Tract 7006.15, Montgomery County, Maryland","2,000+",***
1400000US24031700616,24031700616,"Census Tract 7006.16, Montgomery County, Maryland","2,000+",***
1400000US24031700704,24031700704,"Census Tract 7007.04, Montgomery County, Maryland",1091,173
1400000US24031700706,24031700706,"Census Tract 7007.06, Montgomery County, Maryland",1395,52
1400000US24031700710,24031700710,"Census Tract 7007.10, Montgomery County, Maryland",1383,205
1400000US24031700711,24031700711,"Census Tract 7007.11, Montgomery County, Maryland",1621,190
1400000US24031700713,24031700713,"Census Tract 7007.13, Montgomery County, Maryland",1353,63
1400000US24031700715,24031700715,"Census Tract 7007.15, Montgomery County, Maryland","2,000+",***
1400000US24031700716,24031700716,"Census Tract 7007.16, Montgomery County, Maryland",1661,227
1400000US24031700717,24031700717,"Census Tract 7007.17, Montgomery County, Maryland",1247,172
1400000US24031700718,24031700718,"Census Tract 7007.18, Montgomery County, Maryland","2,000+",***
1400000US24031700719,24031700719,"Census Tract 7007.19, Montgomery County, Maryland",1243,80
1400000US24031700720,24031700720,"Census Tract 7007.20, Montgomery County, Maryland",1513,143
1400000US24031700721,24031700721,"Census Tract 7007.21, Montgomery County, Maryland",1327,122
1400000US24031700722,24031700722,"Census Tract 7007.22, Montgomery County, Maryland",1425,90
1400000US24031700723,24031700723,"Census Tract 7007.23, Montgomery County, Maryland",1326,137
1400000US24031700724,24031700724,"Census Tract 7007.24, Montgomery County, Maryland",1199,105
1400000US24031700810,24031700810,"Census Tract 7008.10, Montgomery County, Maryland",1799,153
1400000US24031700811,24031700811,"Census Tract 7008.11, Montgomery County, Maryland",1943,563
1400000US24031700812,24031700812,"Census Tract 7008.12, Montgomery County, Maryland",1415,44
1400000US24031700813,24031700813,"Census Tract 7008.13, Montgomery County, Maryland",1359,340
1400000US24031700815,24031700815,"Census Tract 7008.15, Montgomery County, Maryland",1729,93
1400000US24031700816,24031700816,"Census Tract 7008.16, Montgomery County, Maryland",1387,52
1400000US24031700817,24031700817,"Census Tract 7008.17, Montgomery County, Maryland",1684,63
1400000US24031700818,24031700818,"Census Tract 7008.18, Montgomery County, Maryland",1361,52
1400000US24031700819,24031700819,"Census Tract 7008.19, Montgomery County, Maryland",1688,132
1400000US24031700820,24031700820,"Census Tract 7008.20, Montgomery County, Maryland",1483,114
1400000US24031700822,24031700822,"Census Tract 7008.22, Montgomery County, Maryland",1355,95
1400000US24031700823,24031700823,"Census Tract 7008.23, Montgomery County, Maryland",1958,298
1400000US24031700824,24031700824,"Census Tract 7008.24, Montgomery County, Maryland",1409,166
1400000US24031700826,24031700826,"Census Tract 7008.26, Montgomery County, Maryland",1792,129
1400000US24031700828,24031700828,"Census Tract 7008.28, Montgomery County, Maryland",1763,58
1400000US24031700829,24031700829,"Census Tract 7008.29, Montgomery County, Maryland",1918,149
1400000US24031700830,24031700830,"Census Tract 7008.30, Montgomery County, Maryland",1738,48
1400000US24031700832,24031700832,"Census Tract 7008.32, Montgomery County, Maryland",1654,159
1400000US24031700833,24031700833,"Census Tract 7008.33, Montgomery County, Maryland",1560,484
1400000US24031700834,24031700834,"Census Tract 7008.34, Montgomery County, Maryland",1642,136
1400000US24031700835,24031700835,"Census Tract 7008.35, Montgomery County, Maryland","2,000+",***
1400000US24031700901,24031700901,"Census Tract 7009.01, Montgomery County, Maryland",1536,174
1400000US24031700902,24031700902,"Census Tract 7009.02, Montgomery County, Maryland",1534,244
1400000US24031700903,24031700903,"Census Tract 7009.03, Montgomery County, Maryland",1397,82
1400000US24031700904,24031700904,"Census Tract 7009.04, Montgomery County, Maryland",1356,76
1400000US24031700905,24031700905,"Census Tract 7009.05, Montgomery County, Maryland",1682,49
1400000US24031701001,24031701001,"Census Tract 7010.01, Montgomery County, Maryland",1464,102
1400000US24031701002,24031701002,"Census Tract 7010.02, Montgomery County, Maryland","2,000+",***
1400000US24031701004,24031701004,"Census Tract 7010.04, Montgomery County, Maryland",1813,224
1400000US24031701005,24031701005,"Census Tract 7010.05, Montgomery County, Maryland","2,000+",***
1400000US24031701006,24031701006,"Census Tract 7010.06, Montgomery County, Maryland",1714,1124
1400000US24031701007,24031701007,"Census Tract 7010.07, Montgomery County, Maryland",1861,128
1400000US24031701101,24031701101,"Census Tract 7011.01, Montgomery County, Maryland","2,000+",***
1400000US24031701102,24031701102,"Census Tract 7011.02, Montgomery County, Maryland",1929,220
1400000US24031701201,24031701201,"Census Tract 7012.01, Montgomery County, Maryland",1418,76
1400000US24031701202,24031701202,"Census Tract 7012.02, Montgomery County, Maryland","2,000+",***
1400000US24031701205,24031701205,"Census Tract 7012.05, Montgomery County, Maryland","2,000+",***
1400000US24031701206,24031701206,"Census Tract 7012.06, Montgomery County, Maryland","2,000+",***
1400000US24031701210,24031701210,"Census Tract 7012.10, Montgomery County, Maryland","2,000+",***
1400000US24031701211,24031701211,"Census Tract 7012.11, Montgomery County, Maryland",1811,112
1400000US24031701212,24031701212,"Census Tract 7012.12, Montgomery County, Maryland",1979,360
1400000US24031701213,24031701213,"Census Tract 7012.13, Montgomery County, Maryland",1965,119
1400000US24031701214,24031701214,"Census Tract 7012.14, Montgomery County, Maryland",1688,117
1400000US24031701215,24031701215,"Census Tract 7012.15, Montgomery County, Maryland",1656,97
1400000US24031701216,24031701216,"Census Tract 7012.16, Montgomery County, Maryland",1999,187
1400000US24031701218,24031701218,"Census Tract 7012.18, Montgomery County, Maryland",1658,103
1400000US24031701219,24031701219,"Census Tract 7012.19, Montgomery County, Maryland",1461,68
1400000US24031701220,24031701220,"Census Tract 7012.20, Montgomery County, Maryland","2,000+",***
1400000US24031701221,24031701221,"Census Tract 7012.21, Montgomery County, Maryland",1718,156
1400000US24031701303,24031701303,"Census Tract 7013.03, Montgomery County, Maryland","2,000+",***
1400000US24031701304,24031701304,"Census Tract 7013.04, Montgomery County, Maryland","2,000+",***
1400000US24031701306,24031701306,"Census Tract 7013.06, Montgomery County, Maryland",-,**
1400000US24031701307,24031701307,"Census Tract 7013.07, Montgomery County, Maryland",1790,267
1400000US24031701308,24031701308,"Census Tract 7013.08, Montgomery County, Maryland",357,253
1400000US24031701312,24031701312,"Census Tract 7013.12, Montgomery County, Maryland",1085,578
1400000US24031701313,24031701313,"Census Tract 7013.13, Montgomery County, Maryland",1957,355
1400000US24031701314,24031701314,"Census Tract 7013.14, Montgomery County, Maryland",1692,418
1400000US24031701315,24031701315,"Census Tract 7013.15, Montgomery County, Maryland",1450,235
1400000US24031701316,24031701316,"Census Tract 7013.16, Montgomery County, Maryland",1408,337
1400000US24031701317,24031701317,"Census Tract 7013.17, Montgomery County, Maryland",1433,538
1400000US24031701407,24031701407,"Census Tract 7014.07, Montgomery County, Maryland","2,000+",***
1400000US24031701408,24031701408,"Census Tract 7014.08, Montgomery County, Maryland",1090,1029
1400000US24031701409,24031701409,"Census Tract 7014.09, Montgomery County, Maryland",1375,705
1400000US24031701410,24031701410,"Census Tract 7014.10, Montgomery County, Maryland",1534,296
1400000US24031701414,24031701414,"Census Tract 7014.14, Montgomery County, Maryland",1574,150
1400000US24031701415,24031701415,"Census Tract 7014.15, Montgomery County, Maryland",1240,723
1400000US24031701417,24031701417,"Census Tract 7014.17, Montgomery County, Maryland",1528,132
1400000US24031701418,24031701418,"Census Tract 7014.18, Montgomery County, Maryland",1838,296
1400000US24031701420,24031701420,"Census Tract 7014.20, Montgomery County, Maryland","2,000+",***
1400000US24031701421,24031701421,"Census Tract 7014.21, Montgomery County, Maryland",1449,565
1400000US24031701422,24031701422,"Census Tract 7014.22, Montgomery County, Maryland",1378,51
1400000US24031701423,24031701423,"Census Tract 7014.23, Montgomery County, Maryland",1585,152
1400000US24031701503,24031701503,"Census Tract 7015.03, Montgomery County, Maryland","2,000+",***
1400000US24031701505,24031701505,"Census Tract 7015.05, Montgomery County, Maryland",1543,142
1400000US24031701506,24031701506,"Census Tract 7015.06, Montgomery County, Maryland","2,000+",***
1400000US24031701507,24031701507,"Census Tract 7015.07, Montgomery County, Maryland",1158,70
1400000US24031701508,24031701508,"Census Tract 7015.08, Montgomery County, Maryland",1498,93
1400000US24031701509,24031701509,"Census Tract 7015.09, Montgomery County, Maryland",1322,56
1400000US24031701601,24031701601,"Census Tract 7016.01, Montgomery County, Maryland",1601,149
1400000US24031701602,24031701602,"Census Tract 7016.02, Montgomery County, Maryland",1349,51
1400000US24031701701,24031701701,"Census Tract 7017.01, Montgomery County, Maryland",898,160
1400000US24031701702,24031701702,"Census Tract 7017.02, Montgomery County, Maryland",887,58
1400000US24031701703,24031701703,"Census Tract 7017.03, Montgomery County, Maryland",976,56
1400000US24031701704,24031701704,"Census Tract 7017.04, Montgomery County, Maryland",969,152
1400000US24031701800,24031701800,"Census Tract 7018, Montgomery County, Maryland",1002,80
1400000US24031701900,24031701900,"Census Tract 7019, Montgomery County, Maryland",1181,74
1400000US24031702000,24031702000,"Census Tract 7020, Montgomery County, Maryland",1153,64
1400000US24031702101,24031702101,"Census Tract 7021.01, Montgomery County, Maryland",1217,83
1400000US24031702102,24031702102,"Census Tract 7021.02, Montgomery County, Maryland","2,000+",***
1400000US24031702200,24031702200,"Census Tract 7022, Montgomery County, Maryland",1280,160
1400000US24031702301,24031702301,"Census Tract 7023.01, Montgomery County, Maryland",1279,70
1400000US24031702302,24031702302,"Census Tract 7023.02, Montgomery County, Maryland",1217,97
1400000US24031702401,24031702401,"Census Tract 7024.01, Montgomery County, Maryland",1242,310
1400000US24031702402,24031702402,"Census Tract 7024.02, Montgomery County, Maryland",1254,75
1400000US24031702500,24031702500,"Census Tract 7025, Montgomery County, Maryland",1436,76
1400000US24031702601,24031702601,"Census Tract 7026.01, Montgomery County, Maryland",1665,48
1400000US24031702602,24031702602,"Census Tract 7026.02, Montgomery County, Maryland",1529,73
1400000US24031702700,24031702700,"Census Tract 7027, Montgomery County, Maryland",1351,56
